783.033821955665,452.684406633528,7,15
729.720909125466,439.990855959671,7,15
632.403687292562,431.528488843766,7,15
553.703673114649,461.146773749432,5,15
417.459562548584,565.23388927506,7,15
304.063843195462,582.158623506869,7,15
252.443403788443,559.310232293926,5,15
291.370292521605,526.307000541898,5,15
291.370292521605,472.147851000109,5,15
272.753084866614,433.220962266947,5,15
303.217606483871,396.832783668557,5,15
277.830505136157,357.905894935396,5,15
305.756316618642,322.363953048596,5,15
288.831582386833,282.590827603844,5,15
314.218683734547,245.356412293864,5,15
382.763857373375,216.584364099788,5,15
425.921929664489,213.199417253426,3,15
384.456330796556,230.124151485235,3,15
346.375678774985,324.902663183368,5,15
346.375678774985,364.675788628119,4,15
433.538060068803,366.3682620513,4,15
347.221915486575,440.837092671261,4,15
434.384296780393,441.683329382852,4,15
475.849895648326,412.911281188776,6,15
655.252078505505,408.680097630824,6,15
750.876826915228,434.067198978538,6,15
