87.5310292762885,-129.553724353046,5,6
141.323962681661,-176.786543928495,5,6
141.323962681661,-273.220217228369,7,6
120.987609808898,-273.220217228369,7,6
123.611655340867,-178.754578077472,7,6
102.619291085112,-176.786543928495,7,6
102.619291085112,-269.284148930415,7,6
82.2829382123498,-270.5961716964,7,6
81.6269268293574,-177.442555311487,7,6
-9.88666109807443,-141.361929246908,7,6
-12.8387123215399,-168.914407332586,7,6
66.8666707120296,-188.594748822357,7,6
64.8986365630526,-213.19517568457,7,6
-10.870678172563,-199.41893664173,7,6
-11.8546952470515,-229.923465950874,7,6
62.9306024140757,-239.763636695759,7,6
61.9465853395871,-268.300131855926,7,6
-11.8546952470515,-269.284148930415,7,6
42.2662438498168,-128.897712970054,8,6
25.2099478920159,-126.929678821077,5,6
